@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,16-17-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R12'

@attribute gongzuoshidianya numeric
@attribute zaosheng numeric
@attribute yangjixingchengri numeric
@attribute yangjixingchengdunlv numeric
@attribute dianjiewendu numeric
@attribute fenzibi numeric
@attribute alfjialiaoshiji numeric
@attribute lvshuiping numeric
@attribute dianjiezhishuiping numeric
@attribute fehanliang numeric
@attribute sihanliang numeric

@data
0.186567,0.181818,0.886598,0.545455,0.459459,0.879433,0.317073,0.233333,0.78355,0.125333,0.166667
0.169154,0.151515,0.914089,0.818182,0.540541,0.907801,0.560976,0.333333,0.61039,0.096,0.166667
0.298508,0.363636,0.890034,0.772727,0.513514,0.914894,0.439024,0.433333,0.78355,0.269333,0.166667
0.430348,0.242424,0.900344,0.727273,0.567568,0.971631,0.682927,0.2,0.82684,0.045333,0.166667
0.216418,0.212121,0.862543,0.727273,0.513514,0.886525,0.487805,0.533333,0.74026,0.122667,0.166667
0.502487,0.30303,0.852234,0.636364,0.378378,0.907801,0.170732,0.5,0.74026,0.029333,0
0.415423,0.30303,0.910653,0.772727,0.567568,0.914894,0.487805,0.366667,0.78355,0.098667,0.166667
0.156716,0.575758,0.90378,0.772727,0.405405,0.886525,0.439024,0.3,0.78355,0.104,0.166667
0.487562,0.212121,0.90378,0.5,0.486486,0.914894,0.634146,0.533333,0.74026,0.064,0.166667
0.166667,0.272727,0.917526,0.772727,0.540541,0.879433,0.439024,0.4,0.78355,0.130667,0.166667
0.504974,0.242424,0.890034,0.727273,0.378378,0.893617,0.439024,0.666667,0.78355,0.114667,0.166667
0.554727,0.242424,0.876289,0.772727,0.324324,0.893617,0.170732,0.6,0.74026,0.125333,0.166667
0.238806,0.545455,0.910653,0.772727,0.351351,0.893617,0.317073,0.733333,0.5671,0.069333,0
0.126866,0.121212,0.907216,0.772727,0.459459,0.900709,0.487805,0.766667,0.78355,0.082667,0.166667
0.333333,0.272727,0.872852,0.727273,0.540541,0.907801,0.682927,0.733333,0.82684,0.064,0.333333
0.136816,0.636364,0.927835,0.772727,0.486486,0.893617,0.365854,0.766667,0.78355,0.114667,0.166667
0.300995,0.606061,0.907216,0.772727,0.567568,0.929078,0.560976,0.7,0.74026,0.170667,0.166667
0.452736,0.424242,0.876289,0.727273,0.486486,0.87234,0.365854,0.766667,0.65368,0.069333,0.166667
0.278607,0.484848,0.900344,0.363636,0.567568,0.921986,0.634146,0.866667,0.74026,0.149333,0.166667
0.283582,0.181818,0.920962,0.545455,0.459459,0.87234,0.243902,0.766667,0.480519,0.112,0.166667
0.549751,0.393939,0.886598,0.636364,0.351351,0.907801,0.243902,0.666667,0.74026,0.096,0.166667
0.549751,0.151515,0.890034,0.727273,0.486486,0.907801,0.439024,0.666667,0.52381,0.08,0.166667
0.310946,0.30303,0.907216,0.727273,0.513514,0.943262,0.560976,0.733333,0.78355,0.128,0.166667
0.358208,0.151515,0.907216,0.727273,0.567568,0.943262,0.804878,0.633333,0.52381,0.026667,0.166667
0.109453,0.151515,0.914089,0.772727,0.459459,0.921986,0.804878,0.633333,0.52381,0.061333,0.166667
0.330846,0.151515,0.914089,0.409091,0.486486,0.900709,0.560976,0.566667,0.74026,0.074667,0.333333
0.131841,0.121212,0.893471,0.727273,0.432432,0.893617,0.634146,0.633333,0.69697,0.12,0.166667
0.116916,0.545455,0.893471,0.545455,0.486486,0.886525,0.365854,0.766667,0.61039,0.12,0.166667
0.161692,0.515152,0.900344,0.772727,0.378378,0.879433,0.317073,0.633333,0.74026,0.216,0.333333
0.383085,0.30303,0.910653,0.727273,0.405405,0.907801,0.243902,0.566667,0.69697,0.098667,0.166667
0.069652,0.242424,0.900344,0.772727,0.486486,0.914894,0.365854,0.7,0.74026,0.125333,0.166667
0.042288,0.393939,0.90378,0.5,0.27027,0.801418,0,0.766667,0.69697,0.125333,0.166667
0.291045,0.212121,0.883162,0.409091,0.486486,0.801418,0.317073,0.7,0.82684,0.08,0.333333
0.345771,0.393939,0.914089,0.818182,0.459459,0.914894,0.243902,0.7,0.78355,0.082667,0.166667
0.328359,0.545455,0.90378,0.772727,0.405405,0.893617,0.317073,0.566667,0.69697,0.085333,0.166667
0.097015,0.333333,0.927835,0.545455,0.486486,0.879433,0.243902,0.766667,0.69697,0.165333,0.166667
0.504974,0.515152,0.90378,0.772727,0.351351,0.87234,0.243902,0.566667,0.78355,0.2,0.166667
0.529851,0.242424,0.910653,0.636364,0.486486,0.907801,0.634146,0.733333,0.5671,0.088,0.166667
0.298508,0.181818,0.934708,0.5,0.567568,0.921986,0.682927,0.566667,0.5671,0.082667,0.166667
0.450249,0.333333,0.890034,0.772727,0.405405,0.929078,0.365854,0.7,0.78355,0.048,0.166667
0.196517,0.30303,0.900344,0.545455,0.378378,0.914894,0.317073,0.833333,0.74026,0.165333,0.166667
0.20398,0.515152,0.900344,0.772727,0.567568,0.879433,0.317073,0.233333,0.69697,0.170667,0.166667
0.368159,0.212121,0.896907,0.681818,0.567568,0.950355,0.756098,0.233333,0.69697,0.106667,0.166667
0.318408,0.272727,0.19244,0.590909,0.486486,0.957447,0.682927,0.6,0.74026,0.04,0.166667
0.422885,0.212121,0.90378,0.772727,0.459459,0.893617,0.170732,0.266667,0.5671,0.077333,0.166667
0.171642,0.393939,0.890034,0.545455,0.405405,0.87234,0.121951,0.366667,0.74026,0.125333,0.166667
0.340795,0.272727,0.896907,0.772727,0.405405,0.907801,0.170732,0.333333,0.78355,0.149333,0.166667
0.420398,0.363636,0.900344,0.772727,0.432432,0.929078,0.487805,0.433333,0.87013,0.253333,0.166667
0.5,0.242424,0.896907,0.772727,0.567568,0.893617,0.487805,0.533333,0.5671,0.096,0.166667
0.032338,0.212121,0.865979,0.409091,0.594595,0.893617,0.439024,0.566667,0.74026,0.282667,0.333333
0.10199,0.242424,0.914089,0.727273,0,0.794326,0,0.833333,0.69697,0.104,0.166667
0.539801,0.272727,0.910653,0.454545,0.324324,0.93617,0.487805,0.7,0.82684,0.082667,0.166667
0.144279,0.333333,0.886598,0.590909,0.216216,0.907801,0.170732,0.733333,0.74026,0.085333,0.166667
0.241294,0.212121,0.907216,0.727273,0.378378,0.900709,0.487805,0.733333,0.5671,0.112,0.166667
0.281095,0.151515,0.890034,0.363636,0.567568,0.893617,0.634146,0.7,0.78355,0.128,0.333333
0.313433,0.393939,0.900344,0.5,0.486486,0.893617,0.634146,0.633333,0.74026,0.072,0.166667
0.350746,0.212121,0.90378,0.772727,0.459459,0.907801,0.365854,0.766667,0.69697,0.061333,0.333333
0.263681,0.575758,0.900344,0.727273,0.540541,0.893617,0.560976,0.7,0.69697,0.085333,0.166667
0.179104,0.393939,0.900344,0.772727,0.486486,0.929078,0.804878,0.633333,0.78355,0.16,0.166667
0.427861,0.121212,0.876289,0.772727,0.513514,0.87234,0.243902,0.766667,0.65368,0.053333,0.166667
0.223881,0.272727,0.920962,0.409091,0.567568,0.921986,0.487805,0.833333,0.65368,0.112,0.166667
0.291045,0.393939,0.890034,0.5,0.405405,0.87234,0.317073,0.833333,0.65368,0.141333,0.333333
0.656717,0.545455,0.893471,0.727273,0.351351,0.907801,0.439024,0.7,0.82684,0.090667,0.166667
0.584577,0.212121,0.900344,0.727273,0.405405,0.907801,0.243902,0.633333,0.74026,0.077333,0.166667
0.350746,0.242424,0.893471,0.454545,0.459459,0.943262,0.634146,0.7,0.87013,0.08,0.166667
0.405472,0.151515,0.886598,0.727273,0.540541,0.943262,0.878049,0.666667,0.65368,0.042667,0.166667
0.450249,0.151515,0.896907,0.727273,0.486486,0.907801,0.634146,0.633333,0.69697,0.064,0.166667
0.174129,0.060606,0.910653,0.772727,0.405405,0.921986,0.560976,0.7,0.5671,0.045333,0.166667
0.412935,0.121212,0.886598,0.363636,0.459459,0.900709,0.439024,0.666667,0.69697,0.061333,0.166667
0.164179,0.333333,0.893471,0.5,0.540541,0.879433,0.365854,0.7,0.74026,0.218667,0.333333
0.328359,0.454545,0.917526,0.772727,0.513514,0.886525,0.560976,0.7,0.61039,0.085333,0.166667
0.201493,0.545455,0.920962,0.772727,0.405405,0.879433,0.439024,0.633333,0.74026,0.152,0.166667
0.393035,0.484848,0.896907,0.727273,0.378378,0.907801,0.243902,0.633333,0.65368,0.098667,0.166667
0.169154,0.121212,0.900344,0.681818,0.486486,0.914894,0.560976,0.633333,0.69697,0.114667,0.166667
0.218906,0.363636,0.914089,0.545455,0.540541,0.900709,0.365854,0.833333,0.69697,0.064,0.166667
0.089552,0.454545,0.900344,0.5,0.459459,0.801418,0.170732,0.766667,0.69697,0.128,0.166667
0.363184,0.151515,0.879725,0.727273,0.432432,0.801418,0.560976,0.7,0.74026,0.096,0.333333
0.410448,0.121212,0.907216,0.727273,0.405405,0.914894,0.682927,0.633333,0.74026,0.085333,0.166667
0.281095,0.272727,0.896907,0.772727,0.567568,0.893617,0.634146,0.633333,0.74026,0.056,0.166667
0.126866,0.212121,0.917526,0.772727,0.486486,0.879433,0.243902,0.733333,0.74026,0.192,0.166667
0.534825,0.393939,0.914089,0.772727,0.513514,0.87234,0.317073,0.633333,0.69697,0.232,0.166667
0.589553,0.454545,0.900344,0.681818,0.540541,0.907801,0.439024,0.7,0.78355,0.074667,0.166667
0.375622,0.424242,0.879725,0.5,0.459459,0.921986,0.170732,0.666667,0.74026,0.072,0.166667
0.447761,0.666667,0.876289,0.727273,0.486486,0.93617,0.365854,0.566667,0.87013,0.128,0.166667
0.477612,0.30303,0.876289,0.454545,0.540541,0.929078,0.804878,0.666667,0.78355,0.061333,0.166667
0.333333,0.333333,0.914089,0.590909,0.513514,0.914894,0.365854,0.7,0.78355,0.149333,0.166667
0.104478,0.272727,0.907216,0.863636,0.486486,0.879433,0.487805,0.2,0.69697,0.189333,0.166667
0.343284,0.272727,0.914089,0.772727,0.540541,0.914894,0.365854,0.6,0.52381,0.085333,0.166667
0.415423,0.212121,0.879725,0.681818,0.567568,0.950355,0.756098,0.2,0.82684,0.098667,0.166667
0.358208,0.515152,0.900344,0.590909,0.513514,0.957447,0.634146,0.566667,0.65368,0.018667,0.166667
0.447761,0.666667,0.879725,0.772727,0.486486,0.87234,0.365854,0.4,0.69697,0.098667,0.166667
0.49005,0.454545,0.900344,0.772727,0.513514,0.907801,0.634146,0.333333,0.69697,0.128,0.166667
0.537313,0.333333,0.927835,0.545455,0.405405,0.929078,0.487805,0.466667,0.69697,0.189333,0.166667
0.146766,0.606061,0.948454,0.818182,0.621622,0.879433,0.439024,0.2,0.74026,0.122667,0.166667
0.577114,0.151515,0.890034,0.727273,0.486486,0.893617,0.439024,0.533333,0.74026,0.069333,0.166667
0.089552,0.151515,0.90378,0.318182,0.702703,0.886525,0.487805,0.566667,0.69697,0.285333,0.333333
0.074627,0.151515,0.917526,0.727273,0.405405,0.794326,0,0.766667,0.480519,0.101333,0.166667
0.564676,0.181818,0.876289,0.409091,0.459459,0.93617,0.439024,0.7,0.65368,0.072,0.166667
0.181592,0.30303,0.890034,0.727273,0.405405,0.914894,0.439024,0.833333,0.61039,0.088,0.166667
0.216418,0.393939,0.872852,0.454545,0.540541,0.929078,0.756098,0.566667,0.74026,0.072,0.333333
0.278607,0.121212,0.886598,0.545455,0.513514,0.93617,0.682927,0.666667,0.74026,0.077333,0.166667
0.37811,0.121212,0.914089,0.772727,0.540541,0.93617,0.804878,0.7,0.74026,0.032,0.333333
0.154229,0.181818,0.893471,0.5,0.486486,0.93617,0.756098,0.733333,0.69697,0.088,0.166667
0.400497,0.181818,0.917526,0.818182,0.432432,0.929078,0.634146,0.8,0.69697,0.034667,0.166667
0.544776,0.272727,0.910653,0.727273,0.459459,0.957447,0.365854,0.7,0.78355,0.085333,0.166667
0.547263,0.181818,0.890034,0.727273,0.324324,0.950355,0.487805,0.6,0.82684,0.021333,0.166667
0.355721,0.121212,0.910653,0.454545,0.513514,0.93617,0.560976,0.733333,0.61039,0.048,0.166667
0.358208,0.181818,0.893471,0.727273,0.432432,0.964539,0.365854,0.633333,0.69697,0.037333,0.166667
0.442786,0.484848,0.890034,0.772727,0.324324,0.957447,0.560976,0.666667,0.78355,0.050667,0.166667
0.263681,0.212121,0.900344,0.454545,0.378378,0.985816,0.756098,0.733333,0.61039,0.04,0.166667
0.41791,0.424242,0.876289,0.681818,0.324324,0.950355,0.365854,0.633333,0.82684,0.021333,0.166667
0.223881,0.121212,0.907216,0.681818,0.405405,0.943262,0.682927,0.633333,0.61039,0.072,0.166667
0.460199,0.212121,0.900344,0.772727,0.351351,1,0.634146,0.5,0.65368,0.112,0.5
0.258707,0.121212,0.900344,0.772727,0.297297,0.943262,0.560976,0.633333,0.69697,0.117333,0.333333
0.427861,0.30303,0.896907,0.681818,0.324324,0.964539,0.439024,0.6,0.65368,0.066667,0.166667
0.271144,0.393939,0.890034,0.681818,0.324324,0.943262,0.439024,0.566667,0.74026,0.064,0.166667
0.191543,0.242424,0.914089,0.727273,0.405405,0.893617,0.121951,0.7,0.74026,0.050667,0.166667
0.393035,0.242424,0.907216,0.727273,0.432432,0.921986,0.439024,0.633333,0.78355,0.061333,0.166667
0.348259,0.242424,0.90378,0.818182,0.540541,0.893617,0.439024,0.566667,0.61039,0.050667,0.166667
0.567164,0.515152,0.865979,0.727273,0.405405,0.929078,0.317073,0.566667,0.74026,0.269333,0.166667
0.365672,0.212121,0.907216,0.727273,0.405405,0.921986,0.365854,0.666667,0.52381,0.053333,0.166667
0.589553,0.30303,0.924399,0.5,0.567568,0.957447,0.682927,0.6,0.78355,0.034667,0.166667
0.221393,0.151515,0.890034,0.727273,0.486486,0.921986,0.756098,0.666667,0.78355,0.050667,0.166667
0.169154,0.545455,0.90378,0.818182,0.459459,0.865248,0.365854,0.166667,0.78355,0.130667,0.166667
0.385572,0.363636,0.869416,0.318182,0.594595,0.893617,0.317073,0.433333,0.61039,0.053333,0.166667
0.435323,0.212121,0.890034,0.681818,0.648649,0.950355,0.560976,0.2,0.69697,0.136,0.166667
0.425374,0.333333,0.941581,0.818182,0.486486,0.886525,0.439024,0.533333,0.65368,0.026667,0.166667
0.457712,0.333333,0.893471,0.681818,0.459459,0.957447,0.634146,0.2,0.74026,0.013333,0.166667
0.231343,0.242424,0.907216,0.818182,0.351351,0.886525,0.243902,0.4,0.74026,0.101333,0.166667
0.552238,0.30303,0.917526,0.772727,0.459459,0.921986,0.682927,0.4,0.74026,0.112,0.166667
0.495025,0.30303,0.907216,0.545455,0.351351,0.929078,0.317073,0.433333,0.78355,0.186667,0.166667
0.121891,0.212121,0.914089,0.818182,0.621622,0.893617,0.439024,0.233333,0.65368,0.093333,0.166667
0.549751,0.333333,0.90378,0.727273,0.432432,0.900709,0.439024,0.533333,0.69697,0.053333,0.166667
0.109453,0.30303,0.886598,0.727273,0.405405,0.836879,0.04878,0.833333,0.65368,0.058667,0.166667
0.161692,0.242424,0.907216,0.727273,0.513514,0.907801,0.634146,0.7,0.69697,0.090667,0.166667
0.136816,0.060606,0.900344,0.5,0.459459,0.893617,0.487805,0.833333,0.69697,0.146667,0.333333
0.179104,0.121212,0.879725,0.727273,0.432432,0.879433,0.365854,0.7,0.82684,0.149333,0.333333
0.243781,0.272727,0.920962,0.727273,0.405405,0.893617,0.243902,0.7,0.65368,0.197333,0.166667
0.350746,0.090909,0.90378,0.454545,0.378378,0.900709,0.439024,0.7,0.78355,0.112,0.5
0.358208,0.090909,0.893471,0.681818,0.432432,0.914894,0.439024,0.733333,0.65368,0.077333,0.333333
0.141791,0.545455,0.917526,0.727273,0.405405,0.879433,0.243902,0.633333,0.69697,0.109333,0.333333
0.470149,0.30303,0.886598,0.727273,0.432432,0.886525,0.243902,0.766667,0.65368,0.128,0.333333
0.149254,0.090909,0.900344,0.772727,0.513514,0.886525,0.365854,0.766667,0.69697,0.154667,0.5
0.268657,0.181818,0.90378,0.5,0.486486,0.886525,0.243902,0.8,0.82684,0.248,0.333333
0.582089,0.212121,0.879725,0.681818,0.513514,0.929078,0.756098,0.566667,0.82684,0.093333,0.166667
0.69403,0.242424,0.886598,0.681818,0.351351,0.914894,0.243902,0.666667,0.78355,0.101333,0.166667
0.345771,0.121212,0.893471,0.681818,0.513514,0.921986,0.487805,0.7,0.74026,0.12,0.333333
0.402985,0.333333,0.890034,0.090909,0.567568,0.921986,0.634146,0.6,0.480519,0.077333,0.333333
0.497512,0.30303,0.896907,0.727273,0.378378,0.907801,0.243902,0.7,0.69697,0.144,0.333333
0.199005,0.30303,0.910653,0.772727,0.405405,0.907801,0.243902,0.666667,0.82684,0.122667,0.333333
0.39801,0.333333,0.890034,0.681818,0.459459,0.907801,0.243902,0.766667,0.5671,0.064,0.333333
0.20398,0.242424,0.893471,0.727273,0.324324,0.914894,0.317073,0.766667,0.78355,0.12,0.166667
0.19403,0.30303,0.886598,0.681818,0.405405,0.886525,0.121951,0.766667,0.78355,0.168,0.333333
0.524876,0.151515,0.90378,0.727273,0.513514,0.957447,0.634146,0.666667,0.74026,0.165333,0.5
0.176617,0.151515,0.886598,0.409091,0.567568,0.893617,0.243902,0.7,0.65368,0.192,0.333333
0.457712,0.181818,0.872852,0.727273,0.459459,0.921986,0.243902,0.766667,0.65368,0.08,0.166667
0.141791,0.121212,0.900344,0.454545,0.486486,0.900709,0.439024,0.8,0.65368,0.136,0.333333
0.134329,0.121212,0.896907,0.454545,0.459459,0.914894,0.243902,0.8,0.61039,0.138667,0.166667
0.094528,0.212121,0.896907,0.545455,0.378378,0.87234,0.170732,0.766667,0.78355,0.221333,0.166667
0.330846,0.151515,0.886598,0.409091,0.324324,0.943262,0.317073,0.666667,0.74026,0.114667,0.5
0.370646,0.121212,0.886598,0.454545,0.513514,0.929078,0.804878,0.7,0.74026,0.069333,0.166667
0.278607,0.090909,0.893471,0.681818,0.567568,0.907801,0.756098,0.633333,0.52381,0.082667,0.166667
0.238806,0.424242,0.841924,0.409091,0.378378,0.879433,0.243902,0.733333,0.437229,0.416,0.166667
0.502487,0.212121,0.90378,0.590909,0.432432,0.929078,0.243902,0.766667,0.437229,0.992,0.166667
0.514925,0.151515,0.893471,0.772727,0.459459,0.943262,0.560976,0.633333,0.74026,0.136,0.166667
0.380597,0.30303,0.890034,0.5,0.405405,0.921986,0.317073,0.6,0.87013,0.114667,0.166667
0.517413,0.333333,0.95189,0.772727,0.297297,0.921986,0.243902,0.6,0.69697,0.152,0.166667
0.492538,0.272727,0.865979,0.636364,0.567568,0.929078,0.682927,0.6,0.74026,0.173333,0.333333
0.355721,0.424242,0.879725,0.636364,0.486486,0.921986,0.487805,0.633333,0.69697,0.056,0.166667
0.116916,0.242424,0.890034,0.727273,0.486486,0.87234,0.439024,0.266667,0.69697,0.376,0.166667
0.283582,0.333333,0.896907,0.772727,0.405405,0.907801,0.243902,0.4,0.78355,0.117333,0.166667
0.452736,0.151515,0.883162,0.590909,0.432432,0.907801,0.682927,0.133333,0.82684,0.178667,0.166667
0.584577,0.545455,0.896907,0.227273,0.378378,0.836879,0.121951,0.7,0.52381,0.045333,0.166667
0.514925,0.454545,0.886598,0.454545,0.513514,0.93617,0.682927,0.333333,0.69697,0.058667,0.166667
0.256219,0.272727,0.127148,0.409091,0.459459,0.900709,0.487805,0.333333,0.82684,0.232,0.166667
0.435323,0.242424,0.628866,0.772727,0.513514,0.77305,0.365854,0.6,0.61039,0.050667,0.166667
0.114428,0.393939,0.90378,0.727273,0.378378,0.914894,0.634146,0.233333,0.65368,0.141333,0.166667
0.689055,0.454545,0.900344,0.545455,0.432432,0.914894,0.634146,0.466667,0.5671,0.104,0.166667
0.072139,0.272727,0.896907,0.409091,0.486486,0.879433,0.243902,0.5,0.74026,0.229333,0.166667
0.557214,0.606061,0.869416,0.727273,0.405405,0.921986,0.243902,0.766667,0.65368,0.085333,0.166667
0.146766,0.484848,0.90378,0.590909,0.594595,0.929078,0.682927,0.7,0.74026,0.162667,0.166667
0.253731,0.575758,0.95189,0.454545,0.432432,0.893617,0.317073,0.8,0.82684,0.157333,0.333333
0.196517,0.272727,0.872852,0.772727,0.513514,0.914894,0.365854,0.766667,0.82684,0.088,0.333333
0.226368,0.545455,0.872852,0.681818,0.378378,0.893617,0.317073,0.733333,0.65368,0.069333,0.166667
0.348259,0.181818,0.893471,0.454545,0.351351,0.907801,0.243902,0.766667,0.69697,0.141333,0.333333
0.151741,0.181818,0.907216,0.727273,0.351351,0.900709,0.170732,0.766667,0.74026,0.101333,0.166667
0.395523,0.151515,0.872852,0.636364,0.432432,0.914894,0.365854,0.733333,0.69697,0.077333,0.166667
0.196517,0.363636,0.90378,0.727273,0.459459,0.921986,0.365854,0.766667,0.65368,0.082667,0.333333
0.504974,0.363636,0.872852,0.681818,0.540541,0.879433,0.243902,0.833333,0.74026,0.016,0.166667
0.276119,0.393939,0.872852,0.681818,0.297297,0.929078,0.243902,0.833333,0.78355,0.088,0.166667
0.649253,0.333333,0.910653,0.727273,0.378378,0.929078,0.365854,0.633333,0.69697,0.064,0.166667
0.557214,0.333333,0.869416,0.681818,0.324324,0.914894,0.243902,0.7,0.82684,0.077333,0.166667
0.388059,0.090909,0.893471,0.681818,0.513514,0.907801,0.487805,0.766667,0.78355,0.130667,0.333333
0.427861,0.121212,0.893471,0.090909,0.567568,0.929078,0.365854,0.7,0.61039,0.074667,0.166667
0.522389,0.515152,0.907216,0.727273,0.378378,0.921986,0.243902,0.7,0.78355,0.152,0.333333
0.375622,0.151515,0.900344,0.727273,0.351351,0.929078,0.243902,0.8,0.61039,0.064,0.166667
0.151741,0.212121,0.883162,0.727273,0.378378,0.879433,0.121951,0.7,0.65368,0.176,0.333333
0.186567,0.151515,0.90378,0.409091,0.432432,0.893617,0.170732,0.7,0.82684,0.034667,0.166667
0.522389,0.060606,0.90378,0.5,0.378378,0.886525,0.121951,0.6,0.480519,0.08,0.166667
0.146766,0.151515,0.907216,0.772727,0.513514,0.886525,0.243902,0.566667,0.78355,0.186667,0.333333
0.365672,0.181818,0.886598,0.681818,0.297297,0.865248,0.121951,0.666667,0.52381,0.173333,0.333333
0.126866,0.424242,0.90378,0.681818,0.405405,0.886525,0.121951,0.766667,0.65368,0.109333,0.166667
0.221393,0.212121,0.896907,0.772727,0.405405,0.914894,0.170732,0.833333,0.74026,0.338667,0.166667
0.106965,0.121212,0.914089,0.454545,0.297297,0.943262,0.243902,0.766667,0.74026,0.210667,0.166667
0.470149,0.333333,0.907216,0.545455,0.459459,0.914894,0.317073,0.7,0.78355,0.106667,0.333333
0.507463,0.454545,0.890034,0.727273,0.513514,0.929078,0.317073,0.633333,0.74026,0.128,0.166667
0.067164,0.30303,0.900344,0.545455,0.378378,0.914894,0,0.766667,0.65368,0.176,0.166667
0.557214,0.424242,0.917526,0.727273,0.351351,0.921986,0.317073,0.7,0.78355,0.114667,0.166667
0.524876,0.363636,0.886598,0.681818,0.405405,0.921986,0.170732,0.7,0.65368,0.085333,0.166667
0.380597,0.30303,0.910653,0.727273,0.297297,0.914894,0.170732,0.733333,0.69697,0.104,0.166667
0.350746,0.333333,0.910653,0.772727,0.378378,0.929078,0.365854,0.666667,0.65368,0.101333,0.166667
0.529851,0.272727,0.917526,0.772727,0.513514,0.879433,0.317073,0.7,0.78355,0.112,0.166667
0.281095,0.30303,0.869416,0.727273,0.432432,0.879433,0.121951,0.733333,0.69697,0.146667,0.166667
0.320895,0.727273,0.879725,0.772727,0.459459,0.879433,0.365854,0.333333,0.69697,0.106667,0.166667
0.574627,0.242424,0.914089,0.5,0.324324,0.921986,0.560976,0.233333,0.65368,0.192,0.166667
0.343284,0.30303,0.896907,0.090909,0.513514,0.93617,0.560976,0.6,0.74026,0.077333,0.166667
0.236318,0.181818,0.907216,0.454545,0.513514,0.943262,0.756098,0.133333,0.69697,0.074667,0.166667
0.57214,0.30303,0.917526,0.727273,0.594595,0.93617,0.634146,0.5,0.65368,0.125333,0.166667
0.487562,0.181818,0.900344,0.818182,0.351351,0.93617,0.243902,0.5,0.65368,0.184,0.166667
0.159204,0.151515,0.900344,0.772727,0.378378,0.843972,0.170732,0.366667,0.61039,0.114667,0.166667
0.604478,0.333333,0.910653,0.772727,0.459459,0.851064,0.317073,0.466667,0.69697,0.088,0
0.18408,0.545455,0.907216,0.5,0.432432,0.851064,0.121951,0.6,0.65368,0.090667,0.166667
0.579602,0.272727,0.90378,0.318182,0.459459,0.93617,0.170732,0.6,0.69697,0.170667,0.166667
0.099502,0.090909,0.910653,0.772727,0.756757,0.950355,0.170732,0.766667,0.69697,0.186667,0.166667
0.554727,0.212121,0.945017,0.772727,0.297297,0.907801,0.170732,0.8,0.78355,0.16,0.166667
0.253731,0.393939,0.876289,0.409091,0.459459,0.921986,0.487805,0.7,0.61039,0.237333,0.166667
0.248756,0.212121,0.896907,0.363636,0.432432,0.87234,0.243902,0.7,0.69697,0.173333,0.166667
0.263681,0.151515,0.896907,0.818182,0.297297,0.914894,0.317073,0.7,0.78355,0.205333,0.166667
0.407961,0.363636,0.886598,0.5,0.567568,0.900709,0.487805,0.666667,0.69697,0.186667,0.333333
0.191543,0.181818,0.910653,0.727273,0.378378,0.907801,0.317073,0.666667,0.74026,0.144,0.333333
0.388059,0.090909,0.917526,0.772727,0.513514,0.900709,0.682927,0.633333,0.52381,0.128,0.166667
0.169154,0.363636,0.914089,0.545455,0.378378,0.879433,0.317073,0.633333,0.74026,0.144,0.166667
0.395523,0.151515,0.893471,0.5,0.513514,0.886525,0.243902,0.766667,0.69697,0.176,0.166667
0.169154,0.757576,0.90378,0.772727,0.162162,0.822695,0,0.7,0.78355,0.194667,0.166667
0.31592,0.333333,0.893471,0.454545,0.540541,0.886525,0.317073,0.866667,0.69697,0.162667,0.166667
0.552238,0.151515,0.896907,0.772727,0.405405,0.914894,0.487805,0.766667,0.74026,0.205333,0.166667
0.497512,0.242424,0.917526,0.818182,0.351351,0.886525,0.170732,0.6,0.78355,0.229333,0.166667
0.164179,0.121212,0.907216,0.727273,0.432432,0.886525,0.317073,0.766667,0.69697,0.194667,0.166667
0.373134,0.090909,0.907216,0.5,0.432432,0.886525,0.170732,0.666667,0.74026,0.072,0.166667
0.166667,0.121212,0.896907,0.727273,0.378378,0.886525,0.243902,0.7,0.78355,0.192,0.166667
0.149254,0.151515,0.890034,0.727273,0.27027,0.787234,0,0.633333,0.69697,0.149333,0.166667
0.211443,0.606061,0.896907,0.363636,0.243243,0.87234,0.121951,0.633333,0.69697,0.256,0.333333
0.539801,0.212121,0.917526,0.818182,0.351351,0.914894,0.317073,0.633333,0.78355,0.082667,0.166667
0.21393,0.30303,0.90378,0.545455,0.567568,0.879433,0.317073,0.6,0.69697,0.216,0.166667
0.450249,0.30303,0.893471,0.772727,0.324324,0.914894,0.243902,0.633333,0.69697,0.192,0.166667
0.149254,0.151515,0.890034,0.363636,0.486486,0.865248,0.243902,0.566667,0.61039,0.157333,0.166667
0.129353,0.454545,0.890034,0.772727,0.378378,0.879433,0.04878,0.633333,0.78355,0.165333,0.166667
0.134329,0.515152,0.910653,0.545455,0.324324,0.822695,0,0.766667,0.74026,0.138667,0.166667
0.343284,0.151515,0.862543,0.454545,0.405405,0.943262,0.487805,0.7,0.74026,0.072,0.166667
0.375622,0.545455,0.872852,0.5,0.378378,0.921986,0.121951,0.566667,0.78355,0.077333,0.166667
0.19403,0.181818,0.907216,0.454545,0.243243,0.751773,0.04878,0.8,0.78355,0.109333,0.166667
0.532338,0.333333,0.890034,0.727273,0.432432,0.929078,0.170732,0.633333,0.393939,0.077333,0.166667
0.619402,0.575758,0.917526,0.727273,0.378378,0.893617,0.243902,0.666667,0.78355,0.08,0.166667
